algoritme,score,housecount,water,iteratie,score,,
Random,23591505,60,"[[287, 311, 356, 56], [53, 267, 174, 222]]",1659,23591505,,
Random,23591610,60,"[[126, 305, 318, 185]]",1660,23591610,,
Random,23591610,60,"[[65, 80, 90, 48], [182, 313, 323, 262], [111, 114, 323, 55], [45, 40, 122, 7]]",1661,23591610,,
Random,23591625,60,"[[187, 288, 283, 48]]",1662,23591625,,
Random,23591700,60,"[[215, 279, 305, 23]]",1663,23591700,,
Random,23591880,60,"[[18, 287, 274, 197]]",1664,23591880,,
Random,23591895,60,"[[183, 309, 356, 247], [123, 167, 254, 73]]",1665,23591895,,
Random,23591970,60,"[[67, 68, 82, 62], [151, 280, 228, 74], [42, 127, 98, 110], [303, 216, 355, 98]]",1666,23591970,,
Random,23592090,60,"[[87, 202, 135, 189], [195, 296, 333, 199], [151, 218, 186, 110], [91, 134, 133, 9]]",1667,23592090,,
Random,23592195,60,"[[59, 207, 222, 101], [282, 142, 325, 8]]",1668,23592195,,
Random,23592210,60,"[[89, 289, 217, 109]]",1669,23592210,,
Random,23592420,60,"[[71, 289, 104, 240], [158, 162, 351, 51]]",1670,23592420,,
Random,23592540,60,"[[12, 194, 204, 120], [79, 113, 217, 49]]",1671,23592540,,
Random,23592675,60,"[[113, 195, 257, 35]]",1672,23592675,,
Random,23592960,60,"[[231, 315, 303, 121], [83, 144, 227, 81]]",1673,23592960,,
Random,23593035,60,"[[87, 236, 180, 168], [0, 213, 84, 14]]",1674,23593035,,
Random,23593035,60,"[[84, 222, 244, 78]]",1675,23593035,,
Random,23593125,60,"[[256, 97, 340, 12], [115, 317, 192, 216], [126, 186, 191, 161], [87, 119, 201, 62]]",1676,23593125,,
Random,23593305,60,"[[96, 276, 276, 148]]",1677,23593305,,
Random,23593395,60,"[[143, 175, 335, 55]]",1678,23593395,,
Random,23593515,60,"[[58, 262, 138, 43], [260, 111, 320, 19]]",1679,23593515,,
Random,23593545,60,"[[71, 287, 327, 197]]",1680,23593545,,
Random,23593785,60,"[[163, 291, 343, 163]]",1681,23593785,,
Random,23593815,60,"[[9, 172, 169, 28]]",1682,23593815,,
Random,23593920,60,"[[63, 165, 77, 147], [106, 219, 142, 136], [220, 278, 320, 80]]",1683,23593920,,
Random,23594025,60,"[[43, 194, 163, 2]]",1684,23594025,,
Random,23594040,60,"[[228, 204, 318, 104], [27, 236, 183, 146]]",1685,23594040,,
Random,23594130,60,"[[70, 185, 214, 25]]",1686,23594130,,
Random,23594325,60,"[[241, 280, 331, 24]]",1687,23594325,,
Random,23594595,60,"[[322, 166, 356, 83], [15, 196, 133, 25], [53, 284, 57, 274]]",1688,23594595,,
Random,23594625,60,"[[280, 301, 360, 13]]",1689,23594625,,
Random,23594640,60,"[[159, 311, 287, 131]]",1690,23594640,,
Random,23594820,60,"[[28, 105, 268, 9]]",1691,23594820,,
Random,23594865,60,"[[208, 100, 259, 60], [194, 300, 299, 100]]",1692,23594865,,
Random,23594925,60,"[[185, 230, 305, 38]]",1693,23594925,,
Random,23595000,60,"[[245, 162, 319, 82], [171, 280, 331, 173]]",1694,23595000,,
Random,23595120,60,"[[271, 144, 319, 10], [79, 206, 137, 25], [12, 195, 77, 101]]",1695,23595120,,
Random,23595135,60,"[[33, 52, 150, 22], [133, 313, 343, 220]]",1696,23595135,,
Random,23595195,60,"[[249, 270, 322, 249], [262, 198, 340, 75], [19, 273, 44, 240], [7, 227, 70, 51]]",1697,23595195,,
Random,23595225,60,"[[223, 311, 287, 147], [137, 97, 333, 33]]",1698,23595225,,
Random,23595360,60,"[[151, 253, 247, 13]]",1699,23595360,,
Random,23595495,60,"[[129, 300, 247, 237], [7, 303, 76, 219], [247, 319, 337, 276], [57, 195, 102, 63]]",1700,23595495,,
Random,23595510,60,"[[141, 235, 321, 107]]",1701,23595510,,
Random,23595840,60,"[[217, 182, 352, 118], [57, 280, 217, 190]]",1702,23595840,,
Random,23596215,60,"[[270, 223, 321, 199], [19, 219, 235, 118]]",1703,23596215,,
Random,23596830,60,"[[44, 261, 332, 181]]",1704,23596830,,
Random,23596980,60,"[[111, 233, 223, 77], [296, 137, 344, 21]]",1705,23596980,,
Random,23596980,60,"[[191, 312, 287, 72]]",1706,23596980,,
Random,23597130,60,"[[296, 132, 317, 84], [177, 303, 321, 150]]",1707,23597130,,
Random,23597445,60,"[[204, 118, 247, 78], [1, 202, 123, 56], [212, 298, 262, 230], [262, 18, 280, 12]]",1708,23597445,,
Random,23597505,60,"[[226, 83, 359, 1], [226, 289, 290, 126], [147, 304, 184, 258]]",1709,23597505,,
Random,23597820,60,"[[9, 160, 241, 90], [107, 241, 192, 161]]",1710,23597820,,
Random,23597880,60,"[[246, 317, 328, 205], [46, 81, 216, 29], [18, 175, 132, 131]]",1711,23597880,,
Random,23598165,60,"[[140, 276, 284, 116]]",1712,23598165,,
Random,23598180,60,"[[75, 96, 99, 59], [288, 269, 330, 175], [30, 210, 228, 122], [28, 82, 48, 43]]",1713,23598180,,
Random,23598240,60,"[[283, 311, 353, 178], [42, 100, 158, 70], [91, 319, 117, 304], [194, 163, 262, 18]]",1714,23598240,,
Random,23598270,60,"[[75, 192, 315, 96]]",1715,23598270,,
Random,23598315,60,"[[3, 236, 123, 44]]",1716,23598315,,
Random,23598345,60,"[[233, 317, 323, 170], [42, 307, 76, 172], [172, 176, 217, 60]]",1717,23598345,,
Random,23598555,60,"[[39, 273, 143, 84], [24, 40, 118, 4]]",1718,23598555,,
Random,23598570,60,"[[101, 318, 341, 222]]",1719,23598570,,
Random,23598645,60,"[[74, 310, 170, 70]]",1720,23598645,,
Random,23598900,60,"[[85, 123, 277, 3]]",1721,23598900,,
Random,23598960,60,"[[220, 312, 340, 120]]",1722,23598960,,
Random,23598960,60,"[[179, 111, 303, 14], [33, 273, 182, 227], [238, 204, 337, 162]]",1723,23598960,,
Random,23599020,60,"[[50, 262, 230, 134]]",1724,23599020,,
Random,23599065,60,"[[111, 119, 192, 20], [150, 248, 291, 185], [35, 94, 101, 1]]",1725,23599065,,
Random,23599095,60,"[[0, 315, 160, 171]]",1726,23599095,,
Random,23599125,60,"[[25, 198, 117, 3], [280, 194, 330, 92]]",1727,23599125,,
Random,23599440,60,"[[250, 156, 320, 102], [17, 61, 91, 34], [227, 305, 353, 168]]",1728,23599440,,
Random,23599545,60,"[[7, 299, 112, 101], [162, 227, 252, 202]]",1729,23599545,,
Random,23599650,60,"[[163, 319, 343, 191]]",1730,23599650,,
Random,23599665,60,"[[213, 71, 318, 20], [205, 310, 265, 271], [166, 213, 331, 120]]",1731,23599665,,
Random,23599680,60,"[[50, 260, 146, 20]]",1732,23599680,,
Random,23599770,60,"[[270, 299, 360, 43]]",1733,23599770,,
Random,23599965,60,"[[97, 233, 353, 143]]",1734,23599965,,
Random,23599980,60,"[[111, 213, 271, 69]]",1735,23599980,,
Random,23600010,60,"[[309, 224, 331, 141], [114, 292, 184, 241], [37, 117, 200, 23], [149, 177, 235, 150]]",1736,23600010,,
Random,23600070,60,"[[8, 175, 152, 15]]",1737,23600070,,
Random,23600175,60,"[[258, 195, 352, 75], [43, 272, 239, 212]]",1738,23600175,,
Random,23600490,60,"[[185, 174, 329, 14]]",1739,23600490,,
Random,23600610,60,"[[72, 260, 216, 100]]",1740,23600610,,
Random,23600745,60,"[[96, 46, 193, 0], [99, 298, 229, 257], [169, 206, 261, 62]]",1741,23600745,,
Random,23600835,60,"[[33, 312, 177, 152]]",1742,23600835,,
Random,23601300,60,"[[108, 260, 348, 164]]",1743,23601300,,
Random,23601660,60,"[[175, 275, 321, 149], [118, 212, 154, 83]]",1744,23601660,,
Random,23601735,60,"[[57, 240, 158, 182], [191, 203, 312, 61]]",1745,23601735,,
Random,23601795,60,"[[12, 300, 204, 180]]",1746,23601795,,
Random,23601840,60,"[[49, 259, 229, 131]]",1747,23601840,,
Random,23602125,60,"[[2, 203, 51, 85], [57, 202, 94, 80], [210, 238, 269, 22]]",1748,23602125,,
Random,23602215,60,"[[75, 92, 142, 38], [38, 262, 184, 152], [192, 229, 274, 188]]",1749,23602215,,
Random,23602560,60,"[[43, 290, 187, 130]]",1750,23602560,,
Random,23602620,60,"[[93, 286, 146, 151], [177, 183, 330, 81], [149, 31, 158, 0]]",1751,23602620,,
Random,23602920,60,"[[138, 295, 298, 151]]",1752,23602920,,
Random,23603070,60,"[[68, 141, 324, 51]]",1753,23603070,,
Random,23603220,60,"[[159, 133, 261, 1], [182, 251, 266, 137]]",1754,23603220,,
Random,23603295,60,"[[123, 280, 251, 100]]",1755,23603295,,
Random,23603340,60,"[[40, 132, 139, 9], [203, 206, 274, 53]]",1756,23603340,,
Random,23603430,60,"[[169, 193, 313, 33]]",1757,23603430,,
Random,23603520,60,"[[37, 233, 217, 105]]",1758,23603520,,
Random,23603775,60,"[[71, 172, 251, 44]]",1759,23603775,,
Random,23603940,60,"[[109, 58, 204, 17], [140, 182, 236, 105], [18, 278, 91, 117]]",1760,23603940,,
Random,23603970,60,"[[167, 308, 287, 116]]",1761,23603970,,
Random,23604165,60,"[[27, 302, 99, 123], [137, 80, 237, 12], [171, 273, 211, 234], [294, 259, 322, 195]]",1762,23604165,,
Random,23604210,60,"[[52, 105, 340, 25]]",1763,23604210,,
Random,23604300,60,"[[165, 189, 293, 126], [116, 112, 272, 16]]",1764,23604300,,
Random,23604345,60,"[[71, 168, 157, 40], [52, 304, 125, 204], [206, 94, 297, 42]]",1765,23604345,,
Random,23604360,60,"[[101, 287, 293, 167]]",1766,23604360,,
Random,23604555,60,"[[245, 316, 329, 252], [30, 274, 122, 230], [149, 199, 297, 107]]",1767,23604555,,
Random,23604660,60,"[[213, 194, 329, 55], [40, 254, 173, 202]]",1768,23604660,,
Random,23604675,60,"[[76, 283, 316, 187]]",1769,23604675,,
Random,23604750,60,"[[298, 303, 343, 235], [146, 256, 254, 71]]",1770,23604750,,
Random,23605020,60,"[[0, 220, 192, 100]]",1771,23605020,,
Random,23605245,60,"[[212, 178, 303, 124], [100, 240, 206, 69]]",1772,23605245,,
Random,23605365,60,"[[75, 293, 155, 5]]",1773,23605365,,
Random,23605620,60,"[[254, 241, 338, 93], [35, 143, 137, 39]]",1774,23605620,,
Random,23605635,60,"[[99, 113, 256, 63], [234, 301, 332, 260], [9, 295, 205, 238]]",1775,23605635,,
Random,23605755,60,"[[40, 142, 280, 46]]",1776,23605755,,
Random,23605785,60,"[[141, 271, 161, 208], [41, 141, 205, 12], [221, 178, 260, 162]]",1777,23605785,,
Random,23605890,60,"[[131, 312, 221, 56]]",1778,23605890,,
Random,23605890,60,"[[172, 185, 316, 25]]",1779,23605890,,
Random,23605905,60,"[[180, 191, 324, 31]]",1780,23605905,,
Random,23606265,60,"[[200, 210, 334, 60], [23, 80, 65, 10]]",1781,23606265,,
Random,23606295,60,"[[34, 236, 178, 76]]",1782,23606295,,
Random,23606535,60,"[[132, 291, 222, 35]]",1783,23606535,,
Random,23606535,60,"[[101, 320, 281, 192]]",1784,23606535,,
Random,23606595,60,"[[224, 85, 320, 40], [66, 197, 210, 67]]",1785,23606595,,
Random,23606640,60,"[[134, 134, 326, 14]]",1786,23606640,,
Random,23606655,60,"[[61, 93, 349, 13]]",1787,23606655,,
Random,23606670,60,"[[27, 269, 315, 189]]",1788,23606670,,
Random,23606700,60,"[[204, 239, 332, 59]]",1789,23606700,,
Random,23606805,60,"[[49, 300, 193, 140]]",1790,23606805,,
Random,23606805,60,"[[199, 297, 334, 165], [279, 116, 309, 20], [70, 197, 106, 132]]",1791,23606805,,
Random,23606880,60,"[[61, 292, 250, 232], [131, 75, 326, 15]]",1792,23606880,,
Random,23607000,60,"[[123, 287, 250, 232], [131, 162, 300, 67]]",1793,23607000,,
Random,23607030,60,"[[90, 294, 282, 174]]",1794,23607030,,
Random,23607210,60,"[[222, 203, 287, 51], [1, 179, 141, 85]]",1795,23607210,,
Random,23607270,60,"[[168, 142, 284, 98], [142, 278, 272, 207], [63, 53, 209, 3], [64, 206, 101, 168]]",1796,23607270,,
Random,23607285,60,"[[44, 317, 172, 137]]",1797,23607285,,
Random,23607315,60,"[[145, 153, 213, 31], [233, 315, 330, 163]]",1798,23607315,,
Random,23607375,60,"[[72, 180, 232, 36]]",1799,23607375,,
Random,23607435,60,"[[200, 206, 326, 64], [19, 189, 97, 123]]",1800,23607435,,
Random,23607450,60,"[[121, 230, 301, 102]]",1801,23607450,,
Random,23607480,60,"[[20, 309, 100, 21]]",1802,23607480,,
Random,23607555,60,"[[23, 146, 122, 2], [130, 228, 274, 167]]",1803,23607555,,
Random,23607690,60,"[[61, 255, 318, 183], [194, 314, 275, 258]]",1804,23607690,,
Random,23607810,60,"[[250, 235, 268, 212], [104, 279, 171, 160], [200, 169, 347, 90], [158, 127, 198, 51]]",1805,23607810,,
Random,23607960,60,"[[58, 248, 251, 170], [51, 297, 210, 250], [308, 234, 335, 215]]",1806,23607960,,
Random,23607960,60,"[[71, 168, 251, 40]]",1807,23607960,,
Random,23607975,60,"[[38, 206, 302, 122], [231, 313, 255, 277]]",1808,23607975,,
Random,23608125,60,"[[17, 132, 161, 88], [180, 88, 201, 65], [155, 239, 270, 149], [45, 311, 102, 208]]",1809,23608125,,
Random,23608155,60,"[[105, 253, 221, 131], [61, 102, 162, 14]]",1810,23608155,,
Random,23608275,60,"[[197, 114, 353, 16], [306, 283, 357, 131]]",1811,23608275,,
Random,23608320,60,"[[71, 273, 154, 239], [160, 132, 277, 44], [110, 125, 157, 0], [59, 223, 130, 166]]",1812,23608320,,
Random,23608650,60,"[[19, 147, 179, 3]]",1813,23608650,,
Random,23608680,60,"[[106, 70, 326, 6], [217, 307, 273, 147]]",1814,23608680,,
Random,23608755,60,"[[66, 213, 194, 33]]",1815,23608755,,
Random,23608800,60,"[[209, 318, 289, 30]]",1816,23608800,,
Random,23608935,60,"[[48, 312, 140, 176], [80, 94, 268, 38]]",1817,23608935,,
Random,23608950,60,"[[155, 302, 315, 158]]",1818,23608950,,
Random,23609340,60,"[[179, 167, 323, 85], [157, 299, 227, 203], [66, 197, 160, 149]]",1819,23609340,,
Random,23609460,60,"[[118, 76, 190, 18], [70, 235, 214, 104]]",1820,23609460,,
Random,23609745,60,"[[98, 174, 258, 30]]",1821,23609745,,
Random,23610150,60,"[[58, 296, 218, 152]]",1822,23610150,,
Random,23610180,60,"[[72, 164, 270, 100], [86, 301, 182, 193]]",1823,23610180,,
Random,23610270,60,"[[48, 302, 304, 212]]",1824,23610270,,
Random,23610285,60,"[[262, 316, 342, 28]]",1825,23610285,,
Random,23610345,60,"[[59, 135, 107, 71], [228, 104, 336, 16], [135, 81, 228, 17], [19, 66, 115, 19]]",1826,23610345,,
Random,23610495,60,"[[32, 310, 202, 219], [15, 154, 121, 117], [127, 131, 184, 67]]",1827,23610495,,
Random,23610525,60,"[[71, 137, 359, 57]]",1828,23610525,,
Random,23610540,60,"[[104, 132, 251, 62], [37, 122, 75, 67], [270, 240, 335, 76]]",1829,23610540,,
Random,23610795,60,"[[11, 174, 299, 94]]",1830,23610795,,
Random,23610855,60,"[[92, 144, 332, 48]]",1831,23610855,,
Random,23611020,60,"[[74, 93, 126, 18], [102, 305, 267, 189]]",1832,23611020,,
Random,23611110,60,"[[49, 138, 229, 10]]",1833,23611110,,
Random,23611230,60,"[[192, 306, 320, 126]]",1834,23611230,,
Random,23611410,60,"[[114, 237, 345, 160], [51, 149, 102, 46]]",1835,23611410,,
Random,23611455,60,"[[93, 229, 318, 134], [66, 313, 103, 268]]",1836,23611455,,
Random,23611575,60,"[[83, 303, 330, 236], [117, 170, 138, 96], [169, 187, 216, 103], [57, 100, 100, 77]]",1837,23611575,,
Random,23611590,60,"[[147, 192, 327, 64]]",1838,23611590,,
Random,23611635,60,"[[163, 159, 353, 105], [118, 289, 260, 199]]",1839,23611635,,
Random,23611725,60,"[[211, 284, 339, 104]]",1840,23611725,,
Random,23611815,60,"[[152, 283, 248, 43]]",1841,23611815,,
Random,23611860,60,"[[223, 267, 351, 87]]",1842,23611860,,
Random,23611920,60,"[[237, 296, 322, 208], [10, 85, 68, 40], [118, 232, 216, 124], [253, 115, 279, 24]]",1843,23611920,,
Random,23612085,60,"[[100, 277, 340, 181]]",1844,23612085,,
Random,23612085,60,"[[3, 314, 195, 206], [215, 257, 251, 193]]",1845,23612085,,
Random,23612190,60,"[[278, 295, 342, 120], [90, 209, 170, 61]]",1846,23612190,,
Random,23612430,60,"[[178, 218, 282, 8], [69, 304, 129, 284]]",1847,23612430,,
Random,23612460,60,"[[161, 301, 259, 81], [85, 280, 125, 243]]",1848,23612460,,
Random,23612475,60,"[[138, 218, 339, 106], [233, 57, 249, 24]]",1849,23612475,,
Random,23613000,60,"[[34, 313, 226, 193]]",1850,23613000,,
Random,23613120,60,"[[86, 161, 266, 33]]",1851,23613120,,
Random,23613135,60,"[[51, 292, 231, 164]]",1852,23613135,,
Random,23613255,60,"[[96, 306, 240, 146]]",1853,23613255,,
Random,23613300,60,"[[197, 76, 234, 64], [9, 176, 278, 92]]",1854,23613300,,
Random,23613330,60,"[[59, 199, 315, 109]]",1855,23613330,,
Random,23613375,60,"[[180, 250, 308, 70]]",1856,23613375,,
Random,23613600,60,"[[290, 297, 307, 282], [259, 220, 340, 15], [131, 71, 234, 11]]",1857,23613600,,
Random,23613735,60,"[[39, 316, 119, 28]]",1858,23613735,,
Random,23613765,60,"[[19, 300, 249, 218], [11, 90, 87, 35]]",1859,23613765,,
Random,23613945,60,"[[21, 281, 111, 25]]",1860,23613945,,
Random,23614275,60,"[[48, 262, 138, 6]]",1861,23614275,,
Random,23614275,60,"[[71, 152, 327, 62]]",1862,23614275,,
Random,23614320,60,"[[42, 306, 282, 210]]",1863,23614320,,
Random,23614485,60,"[[64, 239, 256, 119]]",1864,23614485,,
Random,23614770,60,"[[64, 313, 135, 109], [166, 224, 290, 155]]",1865,23614770,,
Random,23614890,60,"[[155, 300, 245, 44]]",1866,23614890,,
Random,23614995,60,"[[53, 246, 149, 6]]",1867,23614995,,
Random,23615085,60,"[[209, 194, 329, 2]]",1868,23615085,,
Random,23615310,60,"[[26, 269, 154, 89]]",1869,23615310,,
Random,23615550,60,"[[180, 239, 324, 79]]",1870,23615550,,
Random,23615595,60,"[[46, 108, 195, 12], [82, 315, 264, 267]]",1871,23615595,,
Random,23615610,60,"[[60, 235, 188, 55]]",1872,23615610,,
Random,23615610,60,"[[8, 243, 136, 63]]",1873,23615610,,
Random,23615865,60,"[[106, 106, 346, 10]]",1874,23615865,,
Random,23616105,60,"[[62, 234, 318, 144]]",1875,23616105,,
Random,23616180,60,"[[17, 191, 209, 71]]",1876,23616180,,
Random,23616195,60,"[[156, 306, 230, 221], [142, 125, 267, 29], [19, 126, 57, 1]]",1877,23616195,,
Random,23616255,60,"[[164, 176, 356, 89], [49, 178, 148, 114]]",1878,23616255,,
Random,23616315,60,"[[150, 296, 230, 8]]",1879,23616315,,
Random,23616390,60,"[[164, 150, 324, 6]]",1880,23616390,,
Random,23616540,60,"[[180, 206, 223, 108], [262, 298, 317, 220], [20, 195, 99, 11]]",1881,23616540,,
Random,23616570,60,"[[169, 191, 265, 106], [44, 306, 164, 182]]",1882,23616570,,
Random,23616675,60,"[[194, 260, 284, 4]]",1883,23616675,,
Random,23616705,60,"[[191, 278, 319, 98]]",1884,23616705,,
Random,23616735,60,"[[134, 311, 197, 146], [31, 157, 78, 22], [16, 269, 56, 184], [225, 183, 283, 133]]",1885,23616735,,
Random,23616840,60,"[[33, 214, 321, 134]]",1886,23616840,,
Random,23616855,60,"[[40, 279, 130, 23]]",1887,23616855,,
Random,23616900,60,"[[58, 134, 100, 110], [215, 309, 317, 93]]",1888,23616900,,
Random,23616975,60,"[[35, 196, 107, 89], [99, 296, 303, 242], [214, 159, 286, 99]]",1889,23616975,,
Random,23616990,60,"[[42, 315, 153, 246], [231, 79, 284, 38], [275, 306, 322, 148], [82, 216, 141, 118]]",1890,23616990,,
Random,23617005,60,"[[298, 134, 344, 72], [98, 119, 294, 16]]",1891,23617005,,
Random,23617050,60,"[[62, 215, 72, 212], [190, 316, 320, 139]]",1892,23617050,,
Random,23617080,60,"[[9, 275, 169, 131]]",1893,23617080,,
Random,23617215,60,"[[21, 107, 171, 37], [209, 240, 275, 50]]",1894,23617215,,
Random,23617275,60,"[[23, 148, 34, 116], [224, 123, 298, 103], [248, 245, 318, 130], [100, 285, 229, 183]]",1895,23617275,,
Random,23617275,60,"[[11, 253, 299, 173]]",1896,23617275,,
Random,23617365,60,"[[163, 203, 343, 75]]",1897,23617365,,
Random,23617485,60,"[[110, 280, 254, 120]]",1898,23617485,,
Random,23617560,60,"[[22, 259, 118, 19]]",1899,23617560,,
Random,23617590,60,"[[79, 307, 259, 179]]",1900,23617590,,
Random,23617680,60,"[[162, 264, 318, 119], [21, 216, 33, 181]]",1901,23617680,,
Random,23617710,60,"[[100, 319, 292, 199]]",1902,23617710,,
Random,23617845,60,"[[194, 302, 303, 130], [25, 295, 141, 258]]",1903,23617845,,
Random,23618010,60,"[[112, 106, 336, 9], [165, 244, 206, 212]]",1904,23618010,,
Random,23618025,60,"[[75, 198, 203, 18]]",1905,23618025,,
Random,23618040,60,"[[35, 180, 154, 124], [145, 123, 323, 31]]",1906,23618040,,
Random,23618145,60,"[[79, 274, 207, 94]]",1907,23618145,,
Random,23618190,60,"[[73, 306, 253, 178]]",1908,23618190,,
Random,23618235,60,"[[9, 98, 29, 67], [236, 317, 354, 127]]",1909,23618235,,
Random,23618295,60,"[[73, 294, 329, 204]]",1910,23618295,,
Random,23618520,60,"[[85, 105, 325, 9]]",1911,23618520,,
Random,23618550,60,"[[225, 128, 288, 1], [110, 172, 172, 64], [266, 312, 347, 209]]",1912,23618550,,
Random,23618820,60,"[[40, 296, 130, 40]]",1913,23618820,,
Random,23618895,60,"[[18, 245, 86, 226], [310, 280, 346, 142], [100, 280, 110, 245], [0, 223, 106, 68]]",1914,23618895,,
Random,23618925,60,"[[187, 226, 244, 36], [251, 256, 325, 91]]",1915,23618925,,
Random,23618940,60,"[[38, 308, 278, 212]]",1916,23618940,,
Random,23619195,60,"[[133, 286, 325, 166]]",1917,23619195,,
Random,23619405,60,"[[5, 264, 117, 109], [125, 317, 196, 237]]",1918,23619405,,
Random,23619405,60,"[[59, 201, 239, 73]]",1919,23619405,,
Random,23619720,60,"[[11, 129, 67, 30], [126, 225, 342, 144]]",1920,23619720,,
Random,23620035,60,"[[164, 145, 260, 71], [267, 291, 350, 99]]",1921,23620035,,
Random,23620110,60,"[[82, 290, 242, 146]]",1922,23620110,,
Random,23620200,60,"[[63, 306, 351, 226]]",1923,23620200,,
Random,23620245,60,"[[81, 300, 246, 198], [66, 86, 181, 32]]",1924,23620245,,
Random,23620260,60,"[[149, 217, 269, 25]]",1925,23620260,,
Random,23620320,60,"[[115, 150, 307, 30]]",1926,23620320,,
Random,23620455,60,"[[4, 65, 69, 28], [225, 290, 332, 107], [176, 258, 193, 196]]",1927,23620455,,
Random,23620500,60,"[[151, 163, 331, 35]]",1928,23620500,,
Random,23620695,60,"[[326, 104, 332, 88], [107, 295, 346, 199]]",1929,23620695,,
Random,23620710,60,"[[239, 144, 272, 49], [45, 272, 127, 152], [245, 292, 275, 195], [174, 188, 219, 29]]",1930,23620710,,
Random,23620755,60,"[[51, 285, 195, 125]]",1931,23620755,,
Random,23620830,60,"[[4, 310, 148, 150]]",1932,23620830,,
Random,23620845,60,"[[20, 297, 180, 153]]",1933,23620845,,
Random,23620860,60,"[[205, 160, 286, 62], [185, 272, 259, 249], [282, 286, 332, 165], [129, 174, 179, 27]]",1934,23620860,,
Random,23620860,60,"[[21, 137, 60, 37], [165, 287, 252, 67]]",1935,23620860,,
Random,23621145,60,"[[137, 256, 242, 198], [250, 298, 314, 142], [145, 136, 226, 50]]",1936,23621145,,
Random,23621145,60,"[[205, 283, 333, 103]]",1937,23621145,,
Random,23621160,60,"[[192, 274, 336, 114]]",1938,23621160,,
Random,23621220,60,"[[81, 100, 321, 4]]",1939,23621220,,
